WithIO,Schedulers,Blocks,ThreadX,ThreadY,ThreadZ,BlockSeg,Width,AbsorbSize,TotalTime,TimeStep,OutputTime
1,lws,3,32,4,4,6,744,8,0.002,0.0001,0.0005
1,lws,3,32,8,2,6,744,8,0.002,0.0001,0.0005
1,lws,3,32,4,2,6,744,8,0.002,0.0001,0.0005
0,lws,3,32,4,4,4,744,8,0.002,0.0001,0.0005
0,lws,3,32,8,2,4,744,8,0.002,0.0001,0.0005
0,lws,3,32,4,2,4,744,8,0.002,0.0001,0.0005
1,dmda,3,32,4,4,4,744,8,0.002,0.0001,0.0005
1,dmda,3,32,8,2,4,744,8,0.002,0.0001,0.0005
1,dmda,3,32,4,2,4,744,8,0.002,0.0001,0.0005
0,dmdar,3,32,4,4,4,744,8,0.002,0.0001,0.0005
0,dmdar,3,32,8,2,4,744,8,0.002,0.0001,0.0005
0,dmdar,3,32,4,2,4,744,8,0.002,0.0001,0.0005
