WithIO,BlockSeg,Schedulers,Blocks,Width,AbsorbSize,BorderSize,TotalTime,TimeStep,OutputTime
0,6,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,8,ws,.5,552,8,4,0.0004,0.00001,0.00005
1,64,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
1,32,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,64,eager,.5,552,8,4,0.0004,0.00001,0.00005
0,16,dmda,.5,552,8,4,0.0004,0.00001,0.00005
0,9,dmda,.5,552,8,4,0.0004,0.00001,0.00005
0,16,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
1,6,random,.5,552,8,4,0.0004,0.00001,0.00005
0,32,dm,.5,552,8,4,0.0004,0.00001,0.00005
0,16,dm,.5,552,8,4,0.0004,0.00001,0.00005
0,16,eager,.5,552,8,4,0.0004,0.00001,0.00005
1,3,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,12,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
1,18,dmda,.5,552,8,4,0.0004,0.00001,0.00005
1,3,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,32,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
0,12,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
0,8,dmda,.5,552,8,4,0.0004,0.00001,0.00005
0,24,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,36,random,.5,552,8,4,0.0004,0.00001,0.00005
0,64,random,.5,552,8,4,0.0004,0.00001,0.00005
1,32,dmda,.5,552,8,4,0.0004,0.00001,0.00005
1,36,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,64,dmda,.5,552,8,4,0.0004,0.00001,0.00005
1,18,eager,.5,552,8,4,0.0004,0.00001,0.00005
0,3,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
0,8,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,9,lws,.5,552,8,4,0.0004,0.00001,0.00005
0,4,eager,.5,552,8,4,0.0004,0.00001,0.00005
1,6,dmda,.5,552,8,4,0.0004,0.00001,0.00005
1,8,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
0,48,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
1,9,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,48,dmda,.5,552,8,4,0.0004,0.00001,0.00005
0,48,eager,.5,552,8,4,0.0004,0.00001,0.00005
1,64,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,12,eager,.5,552,8,4,0.0004,0.00001,0.00005
1,3,random,.5,552,8,4,0.0004,0.00001,0.00005
1,12,dmda,.5,552,8,4,0.0004,0.00001,0.00005
0,64,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
0,9,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,24,eager,.5,552,8,4,0.0004,0.00001,0.00005
0,3,dmda,.5,552,8,4,0.0004,0.00001,0.00005
1,16,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,4,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
0,24,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,64,dmda,.5,552,8,4,0.0004,0.00001,0.00005
1,4,ws,.5,552,8,4,0.0004,0.00001,0.00005
1,24,random,.5,552,8,4,0.0004,0.00001,0.00005
1,16,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,24,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,18,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,4,lws,.5,552,8,4,0.0004,0.00001,0.00005
0,16,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,18,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,8,lws,.5,552,8,4,0.0004,0.00001,0.00005
0,9,lws,.5,552,8,4,0.0004,0.00001,0.00005
0,3,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,64,random,.5,552,8,4,0.0004,0.00001,0.00005
0,64,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,4,eager,.5,552,8,4,0.0004,0.00001,0.00005
0,3,ws,.5,552,8,4,0.0004,0.00001,0.00005
1,64,ws,.5,552,8,4,0.0004,0.00001,0.00005
1,36,lws,.5,552,8,4,0.0004,0.00001,0.00005
0,6,dmda,.5,552,8,4,0.0004,0.00001,0.00005
1,8,dmda,.5,552,8,4,0.0004,0.00001,0.00005
0,4,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,48,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,32,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,24,dmda,.5,552,8,4,0.0004,0.00001,0.00005
0,24,dmda,.5,552,8,4,0.0004,0.00001,0.00005
0,9,ws,.5,552,8,4,0.0004,0.00001,0.00005
1,3,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,36,random,.5,552,8,4,0.0004,0.00001,0.00005
0,16,ws,.5,552,8,4,0.0004,0.00001,0.00005
1,12,random,.5,552,8,4,0.0004,0.00001,0.00005
0,3,random,.5,552,8,4,0.0004,0.00001,0.00005
0,8,lws,.5,552,8,4,0.0004,0.00001,0.00005
0,4,random,.5,552,8,4,0.0004,0.00001,0.00005
0,24,ws,.5,552,8,4,0.0004,0.00001,0.00005
1,36,dmda,.5,552,8,4,0.0004,0.00001,0.00005
0,48,random,.5,552,8,4,0.0004,0.00001,0.00005
0,6,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
0,16,random,.5,552,8,4,0.0004,0.00001,0.00005
1,32,random,.5,552,8,4,0.0004,0.00001,0.00005
1,9,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
0,3,eager,.5,552,8,4,0.0004,0.00001,0.00005
0,9,eager,.5,552,8,4,0.0004,0.00001,0.00005
1,4,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
1,16,random,.5,552,8,4,0.0004,0.00001,0.00005
1,9,random,.5,552,8,4,0.0004,0.00001,0.00005
0,12,random,.5,552,8,4,0.0004,0.00001,0.00005
1,9,dm,.5,552,8,4,0.0004,0.00001,0.00005
0,36,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
0,18,dmda,.5,552,8,4,0.0004,0.00001,0.00005
0,6,dm,.5,552,8,4,0.0004,0.00001,0.00005
0,48,lws,.5,552,8,4,0.0004,0.00001,0.00005
0,12,ws,.5,552,8,4,0.0004,0.00001,0.00005
1,48,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,48,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
1,48,random,.5,552,8,4,0.0004,0.00001,0.00005
1,24,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,64,eager,.5,552,8,4,0.0004,0.00001,0.00005
0,4,lws,.5,552,8,4,0.0004,0.00001,0.00005
0,12,dm,.5,552,8,4,0.0004,0.00001,0.00005
0,24,eager,.5,552,8,4,0.0004,0.00001,0.00005
1,6,eager,.5,552,8,4,0.0004,0.00001,0.00005
1,16,eager,.5,552,8,4,0.0004,0.00001,0.00005
0,32,eager,.5,552,8,4,0.0004,0.00001,0.00005
0,32,random,.5,552,8,4,0.0004,0.00001,0.00005
1,18,ws,.5,552,8,4,0.0004,0.00001,0.00005
1,12,dm,.5,552,8,4,0.0004,0.00001,0.00005
0,9,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
1,4,random,.5,552,8,4,0.0004,0.00001,0.00005
1,8,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,48,lws,.5,552,8,4,0.0004,0.00001,0.00005
0,36,dmda,.5,552,8,4,0.0004,0.00001,0.00005
1,32,eager,.5,552,8,4,0.0004,0.00001,0.00005
0,4,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,4,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,12,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,18,dmdar,.5,552,8,4,0.0004,0.00001,0.00005
0,18,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,24,lws,.5,552,8,4,0.0004,0.00001,0.00005
1,8,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,18,eager,.5,552,8,4,0.0004,0.00001,0.00005
0,64,dm,.5,552,8,4,0.0004,0.00001,0.00005
1,12,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,6,random,.5,552,8,4,0.0004,0.00001,0.00005
0,18,ws,.5,552,8,4,0.0004,0.00001,0.00005
0,64,ws,.5,552,8,4,0.0004,0.00001,0.00005
